custom_regions,date,population,cumulative_estimated_daily_excess_deaths_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_bot_per_100k,cumulative_estimated_daily_excess_deaths_raw_estimate_per_100k,cumulative_daily_excess_deaths_per_100k,cumulative_daily_covid_deaths_per_100k
Latin America and Caribbean,2020-03-02,649993496,1.4237736450563068,6.519530980710231,5.354465682242273,1.4237736450563068,-2.4746716120205168,-4.756446345061296,-5.017946300826234,-32.71013106353328,-0.7268918014118506,0
Latin America and Caribbean,2020-03-09,649993496,1.5561087211947662,6.850217204093221,5.7440184109135215,1.5561087211947662,-2.4333359888337496,-4.819801554588881,-4.907128147158732,-28.48029995860314,-0.6328955546356253,1.540015409631114e-4
Latin America and Caribbean,2020-03-16,649993496,1.6300783732309316,7.166551957869568,5.986692739215207,1.6300783732309316,-2.4607266652881847,-4.877298698875446,-4.9337918393439475,-27.058980282273023,-0.6013106729394007,0.0012320123277048912
Latin America and Caribbean,2020-03-23,649993496,2.1545346876434865,7.839554020059825,6.626735206583426,2.171812425775842,-2.0414594668689303,-4.452005894763279,-4.57302082208125,-5.983994560698381,-0.1329776569044084,0.021233904777410266
Latin America and Caribbean,2020-06-15,649993496,36.593569873067395,43.29860363600355,41.712770009530914,36.593569873067395,30.338468429138736,27.839822331550643,27.02445320611719,1402.466238400666,31.16591640890369,16.17433061207123
Latin America and Caribbean,2020-06-22,649993496,40.86289176309718,47.552052836409786,46.17653009811387,40.86289176309718,34.54945082860671,31.770054715258343,31.07560753995527,1569.5106199502043,34.8780137766712,19.120208858212944
Latin America and Caribbean,2020-06-29,649993496,45.45450202151422,51.8344247071596,50.766752238126244,45.45450202151422,38.92429867434606,36.108387689905456,35.319918947325625,1739.706177199626,38.6601372711028,21.952547045178434
Latin America and Caribbean,2020-07-06,649993496,50.816938333959044,56.94262115770986,56.04478670051871,50.816938333959044,44.22133131133787,40.93805033673446,40.32365931293194,1940.924192507215,43.13164872238256,24.79626842296896
Latin America and Caribbean,2020-07-13,649993496,56.47985424923119,62.24668963130415,61.825496374493795,56.47985424923119,49.731404379395634,45.72529948697884,45.13909499815425,2145.804552153093,47.684545603402064,27.75860437225052
Latin America and Caribbean,2020-05-04,649993496,12.73906112866832,19.29844157986051,17.860736891557085,12.793872386639078,7.928089762564329,5.013547418607328,3.9526412322915454,437.09472696312355,9.71321615473608,3.1321964181623136
Latin America and Caribbean,2020-05-11,649993496,16.162867365000196,22.703718729713586,21.254796505891125,16.162867365000196,11.158082887002715,8.286539352396247,7.125700826621606,581.8899419634829,12.930887599188509,4.65821061077202
Latin America and Caribbean,2020-05-18,649993496,19.80936862251848,26.41868230634896,24.876632110384122,19.80936862251848,14.581012824486155,11.80606395101031,10.54669271114464,736.5046013725598,16.366768919390218,6.463154979015359
Latin America and Caribbean,2020-05-25,649993496,23.681083064253396,30.434467479746434,28.695531368804932,23.681083064253396,18.10870849993936,15.631834959250947,14.653767245312705,897.5321711040501,19.94515935786778,8.607793361673883
Latin America and Caribbean,2020-06-01,649993496,27.815952107837077,34.637918246328866,32.62444665157591,27.815952107837077,21.96450375112494,19.477454813511656,18.823767345883567,1061.2377500142463,23.583061111427693,10.831661767889441
Latin America and Caribbean,2020-06-08,649993496,32.21362035453073,39.036099655848034,37.272998127744714,32.21362035453073,26.283786395097902,23.69778731619855,22.934989320453994,1232.0984005191895,27.37996445598199,13.535535746345376
Latin America and Caribbean,2020-02-17,649993496,1.3397614415226433,5.603841008329056,4.68955329451036,1.3397614415226433,-2.3188866703747806,-4.181695087712513,-4.902737881152782,-32.26260345734082,-0.7169467434964629,0
Latin America and Caribbean,2020-02-24,649993496,1.2938474004173262,5.70737778595004,4.967039898034171,1.2938474004173262,-2.521169289997804,-4.648277159857254,-5.142543128102377,-37.685243533150995,-0.8374498562922442,0
Latin America and Caribbean,2021-03-01,649993496,203.26118268159755,211.6336398635432,209.78067933324158,203.26118268159755,190.09064980541902,183.3260959275002,183.2001204453951,7227.476309859598,160.61058466354663,116.93043540854138
Latin America and Caribbean,2021-03-08,649993496,209.0144686461586,217.36075982797837,215.726782636862,209.0144686461586,195.8146374528055,188.81832971513288,188.71603136726694,7447.915649086947,165.50923664637662,120.8166276789945
Latin America and Caribbean,2021-03-15,649993496,214.6565330410878,222.8539387964055,221.3971844735553,214.6565330410878,201.41865623083046,194.311814837205,194.04392313252302,7663.751557636277,170.30559016969505,124.62805273977695
Latin America and Caribbean,2021-03-22,649993496,220.33856230560977,228.58972908954993,227.0994604605988,220.33856230560977,206.91660292734406,199.86225617815703,199.47220485561553,7880.824747796805,175.129438839929,128.85425025852874
Latin America and Caribbean,2020-03-30,649993496,3.237728962960501,8.91122213133899,7.732787285998923,3.237728962960501,-1.1217979749129146,-3.5612687855498466,-4.640349583354143,38.00035637565813,0.8444523639035141,0.09615726985674329
Latin America and Caribbean,2020-04-06,649993496,4.411214067953865,10.261802475853832,9.058895100673954,4.411214067953865,-0.04793820829318256,-2.6115370016917754,-3.6929773799071564,86.41245087228103,1.920276686050689,0.26631281861318806
Latin America and Caribbean,2020-04-13,649993496,5.603933901435461,11.685691413011588,10.538218637774241,5.603933901435461,1.0797264226306038,-1.626096022015351,-2.676829953430562,134.97293146906262,2.99939847709028,0.5850895468037115
Latin America and Caribbean,2020-04-20,649993496,7.055540916981753,13.374670345351523,12.033475860244291,7.055540916981753,2.4096479137716393,-0.3499240746967893,-1.3858877872147901,195.12991271759842,4.336220282613297,1.0718658021771958
Latin America and Caribbean,2020-04-27,649993496,9.578821622940804,16.11588643504641,14.552017289464954,9.578821622940804,4.888774177672688,2.034542719081948,1.033244359213584,304.3336708399478,6.76297046310995,1.968798777026532
Latin America and Caribbean,2021-04-26,649993496,251.5457589923286,259.78381050789784,258.624788911782,251.5457589923286,237.23857368833302,229.36536004573907,228.90738114577286,8997.752840469688,199.9500631215486,155.2414418312887
Latin America and Caribbean,2021-05-03,649993496,257.03435159386817,265.73337693506795,265.05248843156045,257.03435159386817,242.67473896873116,234.14116055760158,233.88775741639975,9166.048361648649,203.6899635921922,160.3656481818089
Latin America and Caribbean,2021-05-10,649993496,262.6096482569187,272.2842376280081,271.5356939923926,262.6096482569187,248.0331867328781,238.9223341053794,238.70702564528472,9297.363273813822,206.6080727514183,165.01107881854867
Latin America and Caribbean,2021-05-17,649993496,268.05188184974264,279.11496715743203,277.6868117956695,268.05188184974264,253.11573584600492,243.78582681476652,243.36005763098441,9419.683980596978,209.32631067993285,169.49558646045284
Latin America and Caribbean,2021-05-24,649993496,275.0833163679025,288.16722556315807,284.8198085971582,275.0833163679025,259.5944682368869,249.84150238535483,249.73534132538612,9547.845391890534,212.17434204201183,173.84424535841816
Latin America and Caribbean,2021-05-31,649993496,281.81212649875414,297.77404455051675,291.54623312585784,281.81212649875414,265.8067270241784,256.081749462759,255.85037672336733,9665.163071533714,214.78140158963808,178.24997851978506
Latin America and Caribbean,2021-06-07,649993496,288.0544205221311,306.3867146608959,298.61620921631913,288.41601527566456,272.02783197956,261.74934486477224,261.3206349535914,9777.997686467543,217.28883747705652,182.9935652156126
Latin America and Caribbean,2021-06-14,649993496,294.2072277380673,314.9344921541724,305.66489849667107,295.08178105468926,278.2438959382553,267.38638795216895,266.8791236883784,9887.436498191675,219.7208110709261,187.4123755847551
Latin America and Caribbean,2021-06-21,649993496,300.13816026105764,323.3835759070327,312.4212241973824,301.0774534222811,284.6408419594646,272.85295907803885,272.3496466075835,9993.755855625142,222.0834634583365,191.84503640017962
Latin America and Caribbean,2021-06-28,649993496,306.3627741187363,330.8377543590037,321.1106968044884,307.6131519004171,290.81629209823916,278.2201507698867,277.81312698146286,10098.486697163677,224.41081549252615,195.87984661926524
Latin America and Caribbean,2021-07-05,649993496,313.35633627932475,338.0567836038171,330.65085529817776,314.2925700610765,297.0674975916726,282.84055927262807,282.7023587861388,10108.566541208085,224.63481202684636,199.6283464350234
Latin America and Caribbean,2021-07-12,649993496,319.7574319117541,345.181711349098,339.2861995301937,320.6319432883828,301.5088326230204,287.5286740499517,286.71014702954085,10112.110996792806,224.71357770650675,202.90484014320046
Latin America and Caribbean,2020-07-20,649993496,62.06841498508265,67.98856917409131,67.6185186669357,62.06841498508265,55.23771009292398,50.71656998711866,50.18439762381315,2349.446591715842,52.20992426035205,30.949252452212228
Latin America and Caribbean,2020-07-27,649993496,67.67866421814752,74.26002954057024,72.92588669310621,67.67866421814752,60.61366271659119,56.025924458998816,55.693459840753484,2553.217606514547,56.7381690336566,34.08928571802201
Latin America and Caribbean,2021-03-29,649993496,226.17747470448106,234.26974217974117,232.98413083022743,226.17747470448106,212.70019304150418,205.56848130917183,204.9851308757023,8101.512512586863,180.03361139081917,133.6895314103266
Latin America and Caribbean,2021-04-05,649993496,232.52052041251847,240.29804533344839,239.33943127017525,232.52052041251847,218.9180170931952,211.67864284236518,210.96388548239975,8338.092568655697,185.2909459701266,138.39281062590817
Latin America and Caribbean,2021-04-12,649993496,239.26966390458847,247.10547822887204,246.32107296948664,239.26966390458847,225.3679961031897,218.12333787275048,217.41232623782975,8583.73825389815,190.74973897551442,144.43748849450026
Latin America and Caribbean,2021-04-19,649993496,245.95373659191972,253.81497309636407,252.9800333804712,245.95373659191972,231.70747886729782,224.47894670655415,223.83853442104711,8824.187656376565,196.09305903059033,149.91585100414605
Latin America and Caribbean,2020-01-01,649993496,-0.03840224120397818,0.45563986803029255,0.3720861302069743,-0.03840224120397818,-0.5731480297235529,-0.7852332797513539,-0.9401112523315261,-14.85384717047152,-0.3300854926771449,0
Latin America and Caribbean,2020-01-06,649993496,0.3024708006296456,1.2928878429505164,1.1151932952612618,0.3024708006296456,-0.7359804338482612,-1.2437031166359784,-1.378980671847373,-12.790986608273402,-0.28424414685052,0
Latin America and Caribbean,2020-01-13,649993496,0.535170405454256,3.0336847990569407,1.9764303941564083,0.535170405454256,-0.9196059260337216,-1.768604983383188,-1.7926375162965555,-13.342190664346433,-0.29649312587436516,0
Latin America and Caribbean,2020-01-20,649993496,0.7492491148748267,3.699574963467344,2.602628584723732,0.7492491148748267,-1.2491554777881904,-2.045657211603516,-2.428035348456328,-15.478795199565205,-0.3439732266570045,0
Latin America and Caribbean,2020-01-27,649993496,0.9482840923378525,3.885025605434111,3.25003596208322,0.9482840923378525,-1.4917377061028716,-2.6232995493934745,-3.098202178405104,-20.474659114204016,-0.4549924247600892,0
Latin America and Caribbean,2020-02-03,649993496,1.1895456337780859,5.215132180517086,4.0297663151412495,1.1895456337780859,-1.780169447340176,-3.0922794415410984,-3.641714546128542,-22.109335550129913,-0.4913185677806648,0
Latin America and Caribbean,2020-02-10,649993496,1.384822192194967,5.415977799027821,4.24204172316633,1.384822192194967,-2.129665188962513,-3.566305042761256,-4.427429919284204,-26.894620434605603,-0.5976582318801246,0
Latin America and Caribbean,2021-02-15,649993496,192.82143492079658,200.93567033391312,198.9175005489417,192.82143492079658,180.2195185531371,173.5342928230185,172.9547354978313,6835.8314724143465,151.90736605365214,109.92805426471529
Latin America and Caribbean,2021-02-22,649993496,197.446498270828,205.77937603427222,203.6660809960983,197.446498270828,184.46573303158826,177.83324987542198,177.43497386453475,7003.619590283568,155.63599089519042,113.4523999913993
Latin America and Caribbean,2020-10-26,649993496,115.53136197133978,124.72883566967046,122.00530112511287,115.53136197133978,106.41147388225191,100.90415187543606,99.71775076165481,4025.183576650921,89.44852392557603,68.44947630060594
Latin America and Caribbean,2020-11-02,649993496,118.70427749820475,127.55782623470678,125.51137183030771,118.70427749820475,109.47831312265261,104.13563083400568,102.4895641740289,4117.739392848428,91.5053198410762,70.18057208375512
Latin America and Caribbean,2020-11-09,649993496,121.67837819242018,130.38979756595248,129.2167346331588,121.67837819242018,112.37854168100398,107.3107359989084,105.25416547313084,4211.030677943612,93.57845950985806,71.97397710576476
Latin America and Caribbean,2021-07-19,649993496,326.9070615994375,352.41834946491343,347.0540825537158,327.1701485014116,306.4409571550587,292.0753112007065,291.13985926959845,10112.110996792806,224.71357770650675,205.90056104192158
Latin America and Caribbean,2020-08-03,649993496,72.97630382513293,79.84389853516852,77.76003417285195,72.97630382513293,65.65710292348821,60.99170344157289,60.341450353253386,2739.273470107313,60.872743780162516,37.26901045791387
Latin America and Caribbean,2020-08-10,649993496,77.68969538630569,84.66637273521899,82.31052698594253,77.68969538630569,70.28462280376813,65.77889291376599,64.72024047779173,2912.5456288612863,64.72323619691747,40.59166155102573
Latin America and Caribbean,2020-08-17,649993496,82.15379264274661,89.1791576684651,86.58749282258661,82.15379264274661,74.53996325229693,70.29558223259856,68.81081406638269,3073.6759738147093,68.30391052921576,43.68738329652456
Latin America and Caribbean,2020-08-24,649993496,86.43489560156374,93.37463621555473,90.64016787200228,86.43489560156374,78.64982879877086,74.33478193941748,72.99825280091255,3221.186182482954,71.58191516628786,46.76956690655871
Latin America and Caribbean,2020-08-31,649993496,90.30099941895044,97.29277402023907,94.46207127285014,90.30099941895044,82.15219047562866,77.84384975745807,76.6338696932747,3355.620373213777,74.56934162697283,49.585901856470265
Latin America and Caribbean,2020-09-07,649993496,93.48364987991032,100.49354816339115,97.61961762932356,93.48364987991032,85.13626130147664,80.63532307100434,79.75465387778837,3453.6772059937643,76.74838235541698,53.030242167223165
Latin America and Caribbean,2020-09-14,649993496,96.41474926915923,103.35160633318122,100.47929014277005,96.41474926915923,87.80830512600974,83.11451444377944,82.62491212790533,3540.764775167458,78.68366167038796,55.378726897291905
Latin America and Caribbean,2020-09-21,649993496,99.76211919978006,106.44231366534366,104.47615870056732,99.76211919978006,90.9599299996421,86.34199367216047,85.35213867746984,3627.5909955722104,80.613133234938,57.59952065735747
Latin America and Caribbean,2020-09-28,649993496,103.09548450136238,110.7478724675433,107.67819819486766,103.09548450136238,94.14640406948475,89.2981528048191,88.55935951318475,3705.232613652582,82.33850252561294,59.854619068372955
Latin America and Caribbean,2020-10-05,649993496,106.39759207272061,115.06995298252777,111.35945194783555,106.39759207272061,97.75371972212973,92.31371166336208,91.50120367055622,3784.822648499584,84.10716996665741,62.82203276077089
Latin America and Caribbean,2020-10-12,649993496,109.52523116597145,118.80103160478905,115.01100390594767,109.52523116597145,100.55161875087121,95.30645434535268,94.274487926894,3861.050226624403,85.80111614720894,64.79143892849045
Latin America and Caribbean,2020-10-19,649993496,112.60229162290815,122.0563499313268,118.53524778053715,112.60229162290815,103.55408557134491,98.15599081951244,97.21251928041609,3943.89621712792,87.64213815839823,66.60484045828052
Latin America and Caribbean,2020-12-07,649993496,134.63789556977392,142.79045092018697,141.64776859746175,134.63789556977392,124.84433372178786,118.95620866145319,117.27465115754718,4654.611896538721,103.43581992308272,79.34605025647826
Latin America and Caribbean,2020-12-14,649993496,138.55286089965978,146.6341741151243,145.5333128810707,138.55286089965978,128.43710567931345,122.6163728924721,120.85429737312158,4796.636534699011,106.59192299331136,81.3416108397491
Latin America and Caribbean,2020-12-21,649993496,142.91851640644347,151.17955584556748,149.88158973597032,142.91851640644347,132.55420266152183,126.77701871581884,124.94219934284999,4961.374053974036,110.25275675497858,83.52286497340582
Latin America and Caribbean,2020-11-16,649993496,124.62664166671958,133.14002639271814,132.0038702901155,124.62664166671958,115.2571546800041,109.97335157748896,107.96868621352596,4305.859939966492,95.68577644369982,73.7976892002624
Latin America and Caribbean,2020-11-23,649993496,127.54580881278412,135.93947485692155,134.75852736048287,127.54580881278412,118.14389516006665,112.54227064141963,110.72674394693382,4402.639913816186,97.83644252924859,75.49493587548143
Latin America and Caribbean,2020-11-30,649993496,130.99793340687066,139.22979786838187,138.04111267342006,130.99793340687066,121.43920260828743,115.56065743375582,113.98098537364407,4522.659397623347,100.50354216940771,77.39833892122515
Latin America and Caribbean,2021-01-18,649993496,169.7853931186088,177.8852904270675,175.86981490225367,169.7853931186088,158.50431310960073,152.0510591449719,151.317113377336,5986.8117827134465,133.04026183807662,94.58820954109977
Latin America and Caribbean,2021-01-25,649993496,176.6212688972952,184.51743185792807,182.3674091781567,176.6212688972952,165.18030104740689,158.39235397734163,157.72803443029287,6242.603988853147,138.72453308562547,98.54901932741801
Latin America and Caribbean,2021-02-01,649993496,182.71234618701348,190.55026871494658,188.49500368653858,182.71234618701348,170.86149278771006,164.0681547134981,163.4570704785665,6467.954490392743,143.7323220087276,102.50352043522602
Latin America and Caribbean,2020-12-28,649993496,148.1004778550288,156.49089412213561,154.94393601262885,148.1004778550288,137.5540253935779,131.6382426814166,130.1330430957748,5159.826875536895,114.66281945637546,85.56365570156414
Latin America and Caribbean,2021-01-04,649993496,154.18836360100485,162.8304035466274,160.80745738977248,154.18836360100485,143.51769479494257,137.34202430804402,136.39054946694228,5390.259481770747,119.78354403934992,88.2236823181997
Latin America and Caribbean,2021-01-11,649993496,161.7595136011375,170.2684249100769,168.11375808403184,161.7595136011375,150.8042050130545,144.40519467264335,143.69616761893516,5678.361434283661,126.18580965074801,91.30771610059311
Latin America and Caribbean,2021-02-08,649993496,187.9345181425479,195.82076258511802,193.8994374147472,187.9345181425479,175.66028204551128,168.94027462143788,168.35967142544655,6657.426940623347,147.94282090274103,106.14417071028662
Latin America and Caribbean,2021-07-26,649993496,334.1228316307817,359.30643560174485,354.1201920639922,334.1228316307817,310.76007783690454,295.9717241687688,295.0170831275176,10112.110996792806,224.71357770650675,208.59289459720992
Latin America and Caribbean,2021-08-02,649993496,341.338601662126,366.1945217385763,362.85928658809644,341.338601662126,315.46573519241906,300.14196500472883,297.95885505432875,10112.110996792806,224.71357770650675,211.28384213862967
Asia,2021-07-26,4640537428,154.1296813390352,215.50745171559214,206.4298409385916,155.75325306956108,101.03568835895224,65.12717992514989,57.589204722118424,202.68861565375454,3.9742865814461674,19.004146043060423
Asia,2020-08-03,4640537428,22.463845889160734,42.69463415562508,38.392238150938084,26.13006402809258,10.403886591672014,4.439047488514917,-0.9139048181144954,25.829812292533482,0.506466907696735,2.1809368326465313
Asia,2020-08-10,4640537428,25.433575859378013,44.716388937278936,41.078488246760244,28.820835606411915,12.28074664708115,5.789007261811896,-0.0796278414567596,34.42138939391098,0.674929203802176,2.4019673093777705
Asia,2021-08-02,4640537428,157.36207813128226,219.47528914270774,210.16344673832833,159.0541491873114,103.00659379536653,65.78055433503546,59.42865189974704,202.68861565375454,3.9742865814461674,19.64331789460141
Asia,2020-11-16,4640537428,65.16230031521596,87.8235156269229,84.2299954362976,66.12048386424554,35.247281087267204,23.22269327809736,15.560655109528382,135.45094132164633,2.655900810228359,5.7837966865763635
Asia,2020-11-23,4640537428,67.73278521052171,90.49302145968936,86.70557113455422,68.79479189061107,36.52448031181707,24.441628778825415,16.553140169133112,142.83222314427363,2.8006318263583063,6.044499292421179
Asia,2020-11-30,4640537428,70.3582696359616,93.17146605972316,89.20409067281155,71.43304647021094,37.89850497468157,25.565317878216188,17.774775399043712,150.6320082178998,2.9535687885862703,6.305030387958763
Asia,2020-12-07,4640537428,73.02409597566006,95.79993040752305,91.91066822240424,74.23694956655832,39.38232904877315,26.68023069296182,18.947556815253165,160.02221531003917,3.137690496275278,6.549204951267553
Asia,2020-08-17,4640537428,28.51988293953491,47.1396620400357,43.732985439538204,31.766305477017607,15.162557974123134,6.774652990810923,1.5663109752091162,43.212327025044765,0.8473005299028388,2.6281479223531004
Asia,2020-08-24,4640537428,31.455323651065154,48.83759177655666,46.507984735678164,35.110573999721304,16.533237690601386,7.461220297198767,4.027976831624915,51.83995167535284,1.016469640693193,2.8436834320906157
Asia,2020-11-09,4640537428,62.62682275300255,85.178730718951,81.78646813935178,63.428834664171305,33.94957317519176,21.33386482681014,15.346596751674783,127.77732266927714,2.505437699397591,5.547681750106122
Asia,2020-08-31,4640537428,34.34668038132528,51.58237367497001,50.58467813942422,37.968073818154004,18.52817933325462,8.143977329932852,4.993897695289422,60.15216027251838,1.1794541229905564,3.077169599762142
Asia,2020-09-07,4640537428,37.32805199884077,57.16813392044329,53.50613186796014,40.8243872360663,20.422677409406333,10.070079058931357,5.799182754177437,65.72953383829179,1.2888143889861134,3.3230036044868205
Asia,2020-09-14,4640537428,40.454583691387384,62.68186849841304,56.4130740409478,44.03524102082416,22.130946402536857,11.680443707473517,7.050832418237048,71.40142231894414,1.400027888606748,3.5903218018393703
Asia,2020-09-21,4640537428,43.60321905417359,65.23315195191573,59.387027860366864,46.7458061881178,23.67869103643806,12.780294135146047,8.577656670520783,78.64832444747883,1.5421240087740948,3.864837096622594
Asia,2020-09-28,4640537428,46.38577694654205,67.81730199151853,63.929862467851684,49.31381810249067,25.463480260108284,13.758355656422571,10.50172340364961,85.77257698879849,1.6818152350744804,4.124979013098911
Asia,2020-10-05,4640537428,49.16611726774553,70.37517605858781,68.48023724550482,51.82470070840027,27.182756594027687,13.660479880967385,11.942926323266063,92.58905715505043,1.815471708922557,4.386996229609982
Asia,2020-10-12,4640537428,51.94030896686074,72.95081958699151,70.93674984292558,54.230101226144946,28.44162380958122,14.286626479116542,12.641365660652491,99.11232128304994,1.943378848687254,4.6355668570205095
Asia,2020-10-19,4640537428,54.676770776357664,75.73821833040954,73.5565015768834,56.60958475431345,29.70634301188347,16.146002415521757,13.407260001726886,105.80791027910783,2.074664907433487,4.869526827572438
Asia,2020-10-26,4640537428,57.245769304281275,78.9868993848285,76.2296735212642,59.02886930034468,30.91173508914446,17.830357184871858,13.903965957824294,112.36700215391033,2.203274552037457,5.092238014807797
Asia,2020-11-02,4640537428,59.930666372653064,82.40632804922336,79.04273255071298,61.14183690532799,32.420654511724884,19.566116555964683,14.740819209567597,120.14480701477393,2.35578052970145,5.3091745691658705
Asia,2021-07-12,4640537428,147.56413116057632,205.8711740078776,196.63531847500656,150.09065122638037,95.83782532906835,63.88633185842933,54.18403013863974,202.68861565375454,3.9742865814461674,17.93560515163676
Asia,2021-07-19,4640537428,150.89728454678814,210.671963372569,202.3230590412027,152.54687805428742,98.45501522196713,64.47380551526432,55.749757544489825,202.68861565375454,3.9742865814461674,18.391414685083756
Asia,2020-07-27,4640537428,19.64154086024685,39.54783547515547,35.71505436565781,23.032796291640445,9.101525245211896,3.0235414076300358,-1.786507584186143,17.835657374041997,0.34971877204003926,1.968029940863134
Asia,2021-03-29,4640537428,97.63649929822994,137.06975909852653,125.69297209966766,101.49873003792534,58.015210429107476,41.80468797995944,37.128125408408486,182.94468360993903,3.5871506590184126,9.260960905237631
Asia,2021-04-05,4640537428,99.667466361139,139.7974510005582,128.24539634966027,103.27954358076747,59.61199366835042,42.26615382392413,37.638519493313275,184.0383311659635,3.608594728744383,9.487702056736865
Asia,2020-12-14,4640537428,75.69502975410782,98.54570547597147,94.67612682896413,76.95515892445287,40.7260278258968,27.76081843140182,20.087214059109467,169.2099846426355,3.317842836130108,6.77687228859476
Asia,2020-12-21,4640537428,78.01437572769319,101.63639738067403,98.0089766261206,78.84965767153078,42.47309334773398,28.839555868655694,21.355169152265457,173.744002551279,3.406745148064294,6.995769521029709
Asia,2020-12-28,4640537428,79.59314193418285,104.58814617575709,100.1362697238073,80.76900731761157,43.97638161929904,29.540096210933623,21.88467161201771,178.43693571543605,3.4987634454007073,7.198461820056243
Asia,2021-01-04,4640537428,81.04727653072507,107.39047410332739,102.13751880429847,83.55076243810514,45.10552700606506,30.1863747910218,22.85325497334196,179.44588817581177,3.5185468269767015,7.385164139225643
Asia,2021-01-11,4640537428,82.48029146592022,109.50400671196374,103.98909612281157,85.2635956212878,46.40751023591111,30.965839321015658,24.445723247455852,180.5338760200989,3.539879921962723,7.549390311694734
Asia,2021-01-18,4640537428,83.89830540780268,112.09927765535086,105.80701941471887,86.89790013040837,47.75221965674892,31.62246585242443,26.018351006464002,181.52973013922303,3.5594064733180977,7.728830670256583
Asia,2021-01-25,4640537428,85.28485544927142,114.77804861845013,107.78878161018605,87.47498388369006,48.98046200550454,32.243351905406584,27.480895767260513,182.23526228144178,3.5732404368910156,7.8993714992616155
Asia,2021-02-01,4640537428,86.67019174702675,117.15289457083087,109.55322701060672,89.00468941594421,50.19725728478671,32.83172490495576,28.902661969722896,181.5951617437745,3.5606894459563634,8.072778073927863
Asia,2021-02-08,4640537428,87.95252509561163,119.72101811782603,111.43968622678315,89.9624260507326,51.17213177181251,33.36440927855449,30.28678805378238,180.665288734521,3.5424566418533527,8.217179344340373
Asia,2021-02-15,4640537428,89.15316922320241,122.35378841213081,113.34619441538467,91.18904770509418,52.2288578262114,33.826274105045556,31.617000246138236,180.09918824648764,3.5313566322840715,8.346949141339842
Asia,2021-02-22,4640537428,90.35589609733425,124.81665619030179,115.44926140572284,92.77381903943508,53.27623904250835,34.521901537524556,32.96835321602368,179.25155786665397,3.5147364287579212,8.476244682925117
